0 	 0.0228994 
1 	 1.50588 
2 	 2.1319 
3 	 2.61401 
4 	 3.02116 
5 	 3.37641 
6 	 3.69595 
7 	 3.9899 
8 	 4.26777 
9 	 4.52302 
10 	 4.76323 
11 	 4.99674 
12 	 5.21601 
13 	 5.4261 
14 	 5.63203 
15 	 5.83015 
16 	 6.02032 
17 	 6.20496 
18 	 6.38241 
19 	 6.55751 
20 	 6.72798 
21 	 6.8932 
22 	 7.05544 
23 	 7.21572 
24 	 7.37156 
25 	 7.52332 
26 	 7.67251 
27 	 7.81693 
28 	 7.95889 
29 	 8.10262 
30 	 8.24148 
31 	 8.37685 
32 	 8.51216 
33 	 8.64364 
34 	 8.77249 
35 	 8.90153 
36 	 9.02953 
37 	 9.15593 
38 	 9.2789 
39 	 9.40191 
40 	 9.52055 
41 	 9.64161 
42 	 9.7589 
43 	 9.87523 
44 	 9.99084 
45 	 10.1045 
46 	 10.2144 
47 	 10.3249 
48 	 10.4347 
49 	 10.5419 
50 	 10.65 
51 	 10.7585 
52 	 10.8634 
53 	 10.9667 
54 	 11.0714 
55 	 11.1732 
56 	 11.2732 
57 	 11.3728 
58 	 11.4724 
59 	 11.5717 
60 	 11.6688 
61 	 11.7654 
62 	 11.8623 
63 	 11.9583 
64 	 12.0529 
65 	 12.1461 
66 	 12.2384 
67 	 12.3303 
68 	 12.4214 
69 	 12.5122 
70 	 12.6016 
71 	 12.6915 
72 	 12.7795 
73 	 12.8668 
74 	 12.9547 
75 	 13.0429 
76 	 13.1309 
77 	 13.2178 
78 	 13.3055 
79 	 13.3912 
80 	 13.4796 
81 	 13.5662 
82 	 13.6538 
83 	 13.7434 
84 	 13.8323 
85 	 13.9241 
86 	 14.0175 
87 	 14.1119 
88 	 14.2123 
89 	 14.3155 
90 	 14.4238 
91 	 14.5359 
92 	 14.6592 
93 	 14.7914 
94 	 14.9359 
95 	 15.0986 
96 	 15.2912 
97 	 15.5247 
98 	 15.8456 
99 	 16.3655 
100 	 19.9983 
