0 	 0.0125339 
1 	 1.50325 
2 	 2.12579 
3 	 2.60728 
4 	 3.00509 
5 	 3.3608 
6 	 3.68002 
7 	 3.98181 
8 	 4.25857 
9 	 4.5217 
10 	 4.76434 
11 	 4.9983 
12 	 5.2186 
13 	 5.43203 
14 	 5.63414 
15 	 5.83356 
16 	 6.02411 
17 	 6.21382 
18 	 6.39475 
19 	 6.57277 
20 	 6.74648 
21 	 6.91505 
22 	 7.07896 
23 	 7.23726 
24 	 7.38966 
25 	 7.54293 
26 	 7.69035 
27 	 7.83668 
28 	 7.9799 
29 	 8.12134 
30 	 8.2611 
31 	 8.39776 
32 	 8.53389 
33 	 8.66721 
34 	 8.79771 
35 	 8.92671 
36 	 9.05431 
37 	 9.17985 
38 	 9.30193 
39 	 9.42258 
40 	 9.54418 
41 	 9.66183 
42 	 9.77871 
43 	 9.89375 
44 	 10.0095 
45 	 10.1229 
46 	 10.2354 
47 	 10.3471 
48 	 10.4574 
49 	 10.5646 
50 	 10.6694 
51 	 10.7766 
52 	 10.8805 
53 	 10.9853 
54 	 11.0871 
55 	 11.1911 
56 	 11.2914 
57 	 11.3943 
58 	 11.4942 
59 	 11.5933 
60 	 11.6916 
61 	 11.7865 
62 	 11.882 
63 	 11.9776 
64 	 12.0718 
65 	 12.166 
66 	 12.257 
67 	 12.3486 
68 	 12.4401 
69 	 12.5304 
70 	 12.6206 
71 	 12.7118 
72 	 12.8002 
73 	 12.8882 
74 	 12.9755 
75 	 13.0636 
76 	 13.1513 
77 	 13.2391 
78 	 13.3258 
79 	 13.4131 
80 	 13.4996 
81 	 13.5854 
82 	 13.6733 
83 	 13.7625 
84 	 13.8518 
85 	 13.9433 
86 	 14.0365 
87 	 14.1322 
88 	 14.2321 
89 	 14.3359 
90 	 14.4457 
91 	 14.5615 
92 	 14.6854 
93 	 14.8191 
94 	 14.9678 
95 	 15.1352 
96 	 15.3312 
97 	 15.568 
98 	 15.8808 
99 	 16.3944 
100 	 19.9993 
