0 	 0.0104335 
1 	 1.5253 
2 	 2.15189 
3 	 2.63513 
4 	 3.04173 
5 	 3.39988 
6 	 3.71929 
7 	 4.02115 
8 	 4.30152 
9 	 4.56164 
10 	 4.80615 
11 	 5.04304 
12 	 5.26893 
13 	 5.4821 
14 	 5.68534 
15 	 5.88542 
16 	 6.07757 
17 	 6.26455 
18 	 6.44742 
19 	 6.62484 
20 	 6.79704 
21 	 6.9634 
22 	 7.12825 
23 	 7.28602 
24 	 7.44353 
25 	 7.59727 
26 	 7.74554 
27 	 7.89142 
28 	 8.03654 
29 	 8.17746 
30 	 8.316 
31 	 8.45498 
32 	 8.58943 
33 	 8.72371 
34 	 8.85745 
35 	 8.98591 
36 	 9.11325 
37 	 9.23901 
38 	 9.36666 
39 	 9.48758 
40 	 9.60703 
41 	 9.72518 
42 	 9.84324 
43 	 9.95872 
44 	 10.0741 
45 	 10.1897 
46 	 10.3034 
47 	 10.4128 
48 	 10.5238 
49 	 10.6325 
50 	 10.7385 
51 	 10.8445 
52 	 10.9508 
53 	 11.0548 
54 	 11.1589 
55 	 11.2626 
56 	 11.3635 
57 	 11.4661 
58 	 11.5662 
59 	 11.6655 
60 	 11.7648 
61 	 11.8619 
62 	 11.9556 
63 	 12.0516 
64 	 12.1475 
65 	 12.2419 
66 	 12.3359 
67 	 12.43 
68 	 12.5234 
69 	 12.6157 
70 	 12.7055 
71 	 12.7947 
72 	 12.8825 
73 	 12.9727 
74 	 13.0614 
75 	 13.1489 
76 	 13.2379 
77 	 13.3241 
78 	 13.4106 
79 	 13.4977 
80 	 13.5847 
81 	 13.6735 
82 	 13.7605 
83 	 13.8506 
84 	 13.9404 
85 	 14.0334 
86 	 14.1284 
87 	 14.2249 
88 	 14.3244 
89 	 14.4265 
90 	 14.5356 
91 	 14.6511 
92 	 14.7739 
93 	 14.9049 
94 	 15.0506 
95 	 15.2154 
96 	 15.4113 
97 	 15.6501 
98 	 15.9683 
99 	 16.4743 
100 	 19.9967 
