0 0 0 0 0 0 nan 0 0 0 nan 4.31851e-21 6.77167e-23 1.03417e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 1e-05 0 4e-06 nan 3.28478e-16 -1.05538e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 2e-05 0 8e-06 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 3e-05 0 1.2e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 4e-05 0 1.6e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 5e-05 0 2e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 6e-05 0 2.4e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 7e-05 0 2.8e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 8e-05 0 3.2e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 9e-05 0 3.6e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 0.0001 0 4e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 0.00011 0 4.4e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 0.00012 0 4.8e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
0.00108621 0.6 0.0388421 0.05 0 3.20367e-17 nan 0.00013 0 5.2e-05 nan 3.28478e-16 -1.16471e-22 7.06747e-17
